source_page,link_href_(redirecting),anchor_text,region,nofollow,final_url,final_status,hops
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-los-gatos,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-manteca,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-martinez,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-mendota,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-milpitas,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-monte-sereno,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-moraga,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-mountain-view,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-newark,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-oakley,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-orange-cove,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-palo-alto,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
